,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
956,edge_lig_14110-1_lig_41138-3_run1_protein,52.2,0.5,0.48,51.77,0.66,0.76,74,75,default
957,edge_lig_14110-1_lig_41138-3_run1_water,56.25,0.29,0.37,56.88,0.21,0.16,27,71,default
2278,edge_lig_35400-3_lig_41138-3_run1_protein,2.33,0.29,0.33,2.98,0.36,0.21,80,50,05fs
2279,edge_lig_35400-3_lig_41138-3_run1_water,3.67,0.29,0.22,2.24,0.19,0.13,80,77,05fs
2622,edge_lig_38093-3_lig_2329-1_run1_protein,23.96,0.9,0.87,24.71,0.34,0.17,80,80,05fs
2623,edge_lig_38093-3_lig_2329-1_run1_water,26.1,0.23,0.19,24.99,0.3,0.17,80,80,05fs
2626,edge_lig_38093-3_lig_36132-1_run1_protein,86.14,0.36,0.33,86.94,0.38,0.21,80,80,05fs
2627,edge_lig_38093-3_lig_36132-1_run1_water,86.5,0.3,0.39,86.51,0.34,0.17,80,80,05fs
2916,edge_lig_41138-1_lig_42976-2_run1_protein,-13.9,0.81,0.71,-14.93,0.45,10.08,80,80,05fs
2917,edge_lig_41138-1_lig_42976-2_run1_water,-15.86,0.25,0.22,-16.04,0.29,0.27,80,80,05fs
2914,edge_lig_41138-1_lig_17928-4_run1_protein,-23.8,0.54,0.58,-22.41,0.57,0.39,80,80,05fs
2915,edge_lig_41138-1_lig_17928-4_run1_water,-24.04,0.24,0.22,-23.91,0.21,0.33,80,80,05fs
2618,edge_lig_38093-2_lig_2329-1_run1_protein,22.85,0.7,0.7,21.8,0.34,0.17,80,57,05fs
2619,edge_lig_38093-2_lig_2329-1_run1_water,20.01,0.25,0.23,18.93,0.31,0.2,80,79,05fs
2370,edge_lig_35991-1_lig_2338-2_run1_protein,42.53,0.46,0.66,42.88,0.32,0.17,80,80,05fs
2371,edge_lig_35991-1_lig_2338-2_run1_water,46.91,0.6,0.6,45.32,0.16,0.12,80,80,05fs
1742,edge_lig_29834-4_lig_2338-2_run1_protein,52.67,0.31,0.37,52.27,0.27,0.62,80,80,05fs
1743,edge_lig_29834-4_lig_2338-2_run1_water,54.85,0.1,0.1,54.86,0.1,0.13,80,80,05fs
1740,edge_lig_29834-3_lig_2338-2_run1_protein,61.53,0.36,0.29,61.66,0.51,0.42,80,80,05fs
1741,edge_lig_29834-3_lig_2338-2_run1_water,64.69,0.31,0.28,65.04,0.21,0.14,80,80,05fs
2280,edge_lig_35400-4_lig_2338-1_run1_protein,-6.86,0.35,0.31,-7.14,0.27,0.7,80,80,05fs
2281,edge_lig_35400-4_lig_2338-1_run1_water,-7.4,0.11,0.12,-7.45,0.13,0.11,80,80,05fs
908,edge_lig_2309-1_lig_38093-1_run1_protein,-28.61,0.28,0.34,-29.8,0.3,0.19,79,80,05fs
909,edge_lig_2309-1_lig_38093-1_run1_water,-33.68,0.32,0.3,-33.92,0.33,0.16,80,80,05fs
3910,edge_lig_2309-1_lig_2329-1_run1_protein,-14.85,0.37,0.39,-13.65,0.6,0.3,19,80,default
3911,edge_lig_2309-1_lig_2329-1_run1_water,-16.53,0.43,0.39,-14.67,0.33,0.17,28,80,default
906,edge_lig_2309-1_lig_36278-3_run1_protein,1.12,0.34,0.28,0.67,0.39,0.33,80,80,05fs
907,edge_lig_2309-1_lig_36278-3_run1_water,-1.22,0.26,0.23,-1.13,0.36,0.25,80,80,05fs
3916,edge_lig_2309-1_lig_42913-1_run1_protein,-58.48,0.53,0.58,-58.66,0.72,0.53,49,80,default
3917,edge_lig_2309-1_lig_42913-1_run1_water,-64.05,0.1,0.1,-64.34,0.13,0.12,57,80,default
3908,edge_lig_2309-1_lig_17926-1_run1_protein,-29.41,0.37,0.42,-28.9,0.63,0.53,50,80,default
3909,edge_lig_2309-1_lig_17926-1_run1_water,-29.77,0.18,0.18,-30.01,0.22,0.21,46,80,default
3904,edge_lig_2309-1_lig_14110-2_run1_protein,-68.92,0.83,0.83,-69.32,1.26,1.37,42,80,default
3905,edge_lig_2309-1_lig_14110-2_run1_water,-72.68,0.45,0.36,-72.76,0.73,0.51,44,80,default
2616,edge_lig_38093-1_lig_2329-1_run1_protein,20.64,0.43,0.44,22.46,0.44,0.21,80,70,05fs
2617,edge_lig_38093-1_lig_2329-1_run1_water,18.84,0.53,0.44,19.06,0.28,0.16,80,77,05fs
3960,edge_lig_2330-1_lig_14119-1_run1_protein,-54.05,0.24,0.25,-53.97,0.27,0.3,80,80,default
3961,edge_lig_2330-1_lig_14119-1_run1_water,-54.28,0.14,0.16,-54.55,0.14,0.13,74,68,default
1618,edge_lig_29099-1_lig_2330-1_run1_protein,8.28,0.32,0.29,8.08,0.26,0.37,80,80,05fs
1619,edge_lig_29099-1_lig_2330-1_run1_water,7.65,0.11,0.1,7.7,0.11,0.12,80,80,05fs
3942,edge_lig_2329-1_lig_39-1_run1_protein,-90.84,0.23,0.2,-91.08,0.3,0.21,44,71,default
3943,edge_lig_2329-1_lig_39-1_run1_water,-91.66,0.33,0.27,-91.81,0.18,0.15,36,28,default
3826,edge_lig_9124-1_lig_12201-1_run1_protein,46.65,0.16,0.14,46.68,0.12,0.23,80,80,05fs
3827,edge_lig_9124-1_lig_12201-1_run1_water,46.99,0.09,0.1,46.98,0.1,0.12,80,80,05fs
3830,edge_lig_9124-1_lig_44102-1_run1_protein,-5.67,0.51,0.63,-4.79,1.18,0.86,80,80,05fs
3831,edge_lig_9124-1_lig_44102-1_run1_water,-3.08,0.15,0.16,-3.1,0.16,0.15,80,80,05fs
1170,edge_lig_25920-1_lig_19334-1_run1_protein,-58.31,0.49,0.47,-58.37,0.41,0.58,80,80,05fs
1171,edge_lig_25920-1_lig_19334-1_run1_water,-55.98,0.27,0.29,-55.28,0.27,0.2,80,80,05fs
182,edge_lig_10634-1_lig_43856-1_run1_protein,82.57,0.29,0.3,83.22,0.41,0.5,80,80,default
183,edge_lig_10634-1_lig_43856-1_run1_water,80.9,0.17,0.21,81.06,0.13,0.11,80,78,default
3842,edge_lig_9745-1_lig_29835-1_run1_protein,27.51,0.15,0.15,27.31,0.17,0.17,80,80,05fs
3843,edge_lig_9745-1_lig_29835-1_run1_water,27.35,0.1,0.11,27.31,0.09,0.09,80,80,05fs
610,edge_lig_11669-2_lig_9745-1_run1_protein,-6.98,0.43,0.43,-6.13,0.28,1.76,80,80,default
611,edge_lig_11669-2_lig_9745-1_run1_water,-4.41,0.12,0.13,-4.29,0.11,0.11,79,80,default
2218,edge_lig_17312-2_lig_9745-1_run1_protein,11.92,0.2,0.24,11.94,0.21,0.22,80,80,default
2219,edge_lig_17312-2_lig_9745-1_run1_water,10.11,0.12,0.16,10.09,0.19,0.17,80,80,default
2736,edge_lig_39316-1_lig_28183-1_run1_protein,49.91,0.24,0.2,49.9,0.24,0.26,80,80,05fs
2737,edge_lig_39316-1_lig_28183-1_run1_water,49.21,0.12,0.11,49.18,0.11,0.15,80,80,05fs
1596,edge_lig_28183-1_lig_10690-1_run1_protein,-53.83,0.26,0.26,-53.47,0.23,0.15,80,80,05fs
1597,edge_lig_28183-1_lig_10690-1_run1_water,-53.31,0.12,0.11,-53.35,0.1,0.15,80,80,05fs
3424,edge_lig_45217-1_lig_28183-1_run1_protein,54.33,0.16,0.18,54.48,0.15,0.11,80,80,05fs
3425,edge_lig_45217-1_lig_28183-1_run1_water,52.82,0.1,0.09,52.88,0.1,0.12,80,80,05fs
1900,edge_lig_30805-2_lig_28183-1_run1_protein,39.66,0.39,0.35,38.88,0.37,0.82,80,80,05fs
1901,edge_lig_30805-2_lig_28183-1_run1_water,38.93,0.13,0.13,39.1,0.14,0.14,80,80,05fs
3256,edge_lig_43638-1_lig_28183-1_run1_protein,42.3,0.52,0.44,40.07,0.41,6.66,80,80,05fs
3257,edge_lig_43638-1_lig_28183-1_run1_water,39.93,0.12,0.12,40.05,0.14,0.13,80,80,05fs
224,edge_lig_10694-1_lig_34233-1_run1_protein,105.99,0.3,0.26,106.4,0.26,0.72,80,80,default
225,edge_lig_10694-1_lig_34233-1_run1_water,106.51,0.12,0.12,106.63,0.12,0.13,80,77,default
2136,edge_lig_34233-1_lig_17694-1_run1_protein,-110.81,0.58,0.6,-111.18,0.28,0.14,80,77,05fs
2137,edge_lig_34233-1_lig_17694-1_run1_water,-108.99,0.33,0.25,-111.91,0.15,0.15,80,53,05fs
540,edge_lig_11351-1_lig_45217-1_run1_protein,-18.23,0.24,0.21,-18.75,0.27,0.2,80,79,default
541,edge_lig_11351-1_lig_45217-1_run1_water,-14.98,0.12,0.11,-14.95,0.1,0.15,79,79,default
1588,edge_lig_28181-1_lig_31720-1_run1_protein,9.23,0.34,0.39,6.9,0.25,0.14,80,80,05fs
1589,edge_lig_28181-1_lig_31720-1_run1_water,9.79,0.12,0.1,9.98,0.12,0.11,80,80,05fs
2738,edge_lig_39316-1_lig_31720-1_run1_protein,10.24,0.21,0.17,10.3,0.13,0.33,80,80,05fs
2739,edge_lig_39316-1_lig_31720-1_run1_water,11.75,0.23,0.2,11.91,0.21,0.28,80,80,05fs
3624,edge_lig_7112-1_lig_31720-1_run1_protein,-43.61,0.48,0.53,-42.53,0.6,0.59,80,80,05fs
3625,edge_lig_7112-1_lig_31720-1_run1_water,-45.41,0.27,0.26,-45.8,0.28,0.29,80,80,05fs
3764,edge_lig_8423-1_lig_31720-1_run1_protein,19.69,0.32,0.37,22.16,0.37,0.19,60,80,05fs
3765,edge_lig_8423-1_lig_31720-1_run1_water,20.22,0.34,0.29,23.66,0.37,0.22,41,80,05fs
2006,edge_lig_31720-1_lig_25909-1_run1_protein,-16.14,0.34,0.43,-16.85,0.64,0.5,80,80,05fs
2007,edge_lig_31720-1_lig_25909-1_run1_water,-16.47,0.12,0.1,-16.48,0.1,0.15,80,80,05fs
2008,edge_lig_31720-1_lig_2714-1_run1_protein,-11.57,0.23,0.27,-11.64,0.27,0.26,80,80,05fs
2009,edge_lig_31720-1_lig_2714-1_run1_water,-11.3,0.13,0.11,-11.27,0.1,0.13,80,80,05fs
608,edge_lig_11669-2_lig_30813-2_run1_protein,32.46,0.17,0.14,32.35,0.14,0.15,79,80,default
609,edge_lig_11669-2_lig_30813-2_run1_water,32.79,0.13,0.14,32.82,0.1,0.08,80,73,default
2160,edge_lig_17289-1_lig_30813-2_run1_protein,64.71,0.5,0.62,65.64,0.47,4.21,74,80,default
2161,edge_lig_17289-1_lig_30813-2_run1_water,66.1,0.12,0.12,66.0,0.13,0.13,65,80,default
478,edge_lig_11298-1_lig_43689-1_run1_protein,83.97,0.32,0.37,83.93,0.5,0.84,80,80,default
479,edge_lig_11298-1_lig_43689-1_run1_water,86.11,0.1,0.11,86.05,0.12,0.12,78,80,default
482,edge_lig_11298-1_lig_9757-1_run1_protein,123.98,0.28,0.33,123.85,0.51,0.41,79,80,default
483,edge_lig_11298-1_lig_9757-1_run1_water,124.29,0.15,0.16,124.35,0.15,0.15,39,79,default
480,edge_lig_11298-1_lig_7413-1_run1_protein,122.79,0.23,0.21,122.31,0.22,0.38,80,80,default
481,edge_lig_11298-1_lig_7413-1_run1_water,123.78,0.08,0.08,123.78,0.09,0.11,79,80,default
472,edge_lig_11298-1_lig_2739-2_run1_protein,122.14,0.46,0.35,121.7,0.33,0.54,80,80,default
473,edge_lig_11298-1_lig_2739-2_run1_water,122.22,0.2,0.15,122.31,0.16,0.25,75,80,default
476,edge_lig_11298-1_lig_38552-1_run1_protein,159.96,0.73,0.56,160.56,0.34,1.42,80,80,default
477,edge_lig_11298-1_lig_38552-1_run1_water,162.15,0.34,0.29,162.37,0.57,0.4,80,80,default
3286,edge_lig_43882-1_lig_11298-1_run1_protein,-113.64,0.59,0.61,-114.13,0.86,0.69,80,80,05fs
3287,edge_lig_43882-1_lig_11298-1_run1_water,-115.76,0.18,0.18,-115.73,0.23,0.22,80,80,05fs
2740,edge_lig_39316-1_lig_7103-1_run1_protein,28.22,0.55,0.51,27.1,0.29,1.25,18,80,05fs
2741,edge_lig_39316-1_lig_7103-1_run1_water,31.8,0.12,0.13,31.72,0.15,0.13,80,80,05fs
1362,edge_lig_27557-1_lig_7103-1_run1_protein,-28.95,0.46,0.5,-30.04,0.51,0.51,80,80,05fs
1363,edge_lig_27557-1_lig_7103-1_run1_water,-25.94,0.17,0.16,-25.99,0.14,0.17,80,80,05fs
3606,edge_lig_7103-1_lig_45217-1_run1_protein,-23.14,0.47,0.54,-24.17,0.59,0.66,80,80,05fs
3607,edge_lig_7103-1_lig_45217-1_run1_water,-28.17,0.15,0.13,-28.2,0.13,0.15,80,80,05fs
3346,edge_lig_44523-2_lig_7103-1_run1_protein,113.6,0.4,0.4,113.56,0.39,0.59,80,80,05fs
3347,edge_lig_44523-2_lig_7103-1_run1_water,116.6,0.17,0.17,116.81,0.17,0.2,80,80,05fs
3608,edge_lig_7103-1_lig_7106-2_run1_protein,-24.1,0.31,0.28,-24.23,0.38,0.27,80,80,05fs
3609,edge_lig_7103-1_lig_7106-2_run1_water,-24.48,0.16,0.16,-24.45,0.19,0.2,80,80,05fs
3604,edge_lig_7103-1_lig_30805-2_run1_protein,-20.04,0.52,0.52,-19.51,0.43,2.18,80,80,05fs
3605,edge_lig_7103-1_lig_30805-2_run1_water,-23.02,0.16,0.14,-23.07,0.18,0.16,80,80,05fs
556,edge_lig_11363-1_lig_9758-1_run1_protein,149.76,0.39,0.32,149.35,0.44,0.41,79,79,default
557,edge_lig_11363-1_lig_9758-1_run1_water,151.11,0.12,0.16,151.22,0.14,0.13,45,77,default
552,edge_lig_11363-1_lig_38553-1_run1_protein,130.36,0.62,0.55,128.86,0.35,13.07,80,80,default
553,edge_lig_11363-1_lig_38553-1_run1_water,134.77,0.38,0.28,134.7,0.41,0.53,80,80,default
554,edge_lig_11363-1_lig_39667-1_run1_protein,85.47,0.49,0.45,85.62,0.63,0.71,80,80,default
555,edge_lig_11363-1_lig_39667-1_run1_water,86.72,0.5,0.54,86.06,0.39,0.69,80,80,default
2734,edge_lig_39316-1_lig_28181-1_run1_protein,-0.94,0.46,0.51,0.44,0.57,0.54,80,80,05fs
2735,edge_lig_39316-1_lig_28181-1_run1_water,-1.11,0.14,0.14,-1.28,0.16,0.12,80,80,05fs
1584,edge_lig_28181-1_lig_27557-2_run1_protein,62.89,0.82,0.82,64.64,0.7,1.17,80,80,05fs
1585,edge_lig_28181-1_lig_27557-2_run1_water,72.29,0.17,0.13,72.15,0.15,0.14,80,80,05fs
1586,edge_lig_28181-1_lig_2764-2_run1_protein,-16.89,0.85,0.83,-17.75,1.08,3.88,80,80,05fs
1587,edge_lig_28181-1_lig_2764-2_run1_water,-14.57,0.15,0.14,-14.44,0.18,0.17,80,80,05fs
3772,edge_lig_8423-1_lig_44990-1_run1_protein,12.94,0.29,0.29,14.93,0.34,0.2,72,80,05fs
3773,edge_lig_8423-1_lig_44990-1_run1_water,13.75,0.4,0.47,17.75,0.39,0.24,57,80,05fs
1936,edge_lig_30813-1_lig_44990-1_run1_protein,-7.85,0.53,0.53,-6.72,0.35,1.43,80,80,05fs
1937,edge_lig_30813-1_lig_44990-1_run1_water,-9.99,0.15,0.13,-10.09,0.15,0.14,80,80,05fs
1564,edge_lig_2770-1_lig_44990-1_run1_protein,-9.67,0.4,0.37,-9.75,0.27,1.03,80,80,05fs
1565,edge_lig_2770-1_lig_44990-1_run1_water,-12.09,0.13,0.11,-12.12,0.12,0.13,80,80,05fs
526,edge_lig_11347-1_lig_14757-1_run1_protein,-89.71,0.34,0.23,-88.62,0.14,1.55,79,80,default
527,edge_lig_11347-1_lig_14757-1_run1_water,-89.48,0.19,0.31,-90.35,0.13,0.14,74,75,default
296,edge_lig_14757-1_lig_17256-1_run1_protein,57.84,0.21,0.24,58.0,0.25,0.17,80,80,05fs
297,edge_lig_14757-1_lig_17256-1_run1_water,59.18,0.5,0.63,58.36,0.31,0.18,58,65,05fs
58,edge_lig_10689-1_lig_19249-1_run1_protein,-43.91,0.29,0.27,-44.62,0.37,0.29,73,80,05fs
59,edge_lig_10689-1_lig_19249-1_run1_water,-38.73,0.17,0.19,-37.19,0.18,0.11,69,80,05fs
2742,edge_lig_19249-1_lig_44102-4_run1_protein,70.55,1.01,1.11,70.54,0.84,1.05,23,78,default
2743,edge_lig_19249-1_lig_44102-4_run1_water,66.11,0.25,0.34,66.7,0.37,0.23,68,79,default
1904,edge_lig_30807-1_lig_19249-1_run1_protein,-85.29,0.93,1.16,-84.59,1.52,70.31,80,80,05fs
1905,edge_lig_30807-1_lig_19249-1_run1_water,-81.06,0.25,0.21,-80.9,0.22,0.25,80,80,05fs
3052,edge_lig_41930-1_lig_8384-1_run1_protein,-55.41,0.37,0.33,-55.31,0.59,0.38,80,80,05fs
3053,edge_lig_41930-1_lig_8384-1_run1_water,-55.67,0.22,0.2,-55.48,0.21,0.12,80,80,05fs
3048,edge_lig_41930-1_lig_19279-1_run1_protein,34.76,0.5,0.46,32.55,0.36,0.18,80,80,05fs
3049,edge_lig_41930-1_lig_19279-1_run1_water,34.25,0.41,0.47,37.08,0.2,0.13,74,80,05fs
3336,edge_lig_44523-1_lig_10694-1_run1_protein,67.96,0.63,0.46,68.85,0.24,29.15,80,80,05fs
3337,edge_lig_44523-1_lig_10694-1_run1_water,68.25,0.13,0.12,68.21,0.12,0.14,80,80,05fs
2266,edge_lig_17791-1_lig_10694-1_run1_protein,28.34,0.8,0.92,26.43,0.83,3.46,80,80,default
2267,edge_lig_17791-1_lig_10694-1_run1_water,33.45,0.47,0.38,32.92,0.4,0.92,80,80,default
2134,edge_lig_17259-1_lig_34746-1_run1_protein,-26.33,0.54,0.41,-27.05,0.23,2.85,80,80,default
2135,edge_lig_17259-1_lig_34746-1_run1_water,-25.46,0.35,0.27,-25.85,0.39,0.34,80,58,default
2132,edge_lig_17259-1_lig_30805-2_run1_protein,-38.57,0.32,0.38,-38.39,0.26,0.21,80,22,default
2133,edge_lig_17259-1_lig_30805-2_run1_water,-42.19,0.19,0.17,-41.9,0.13,0.16,80,77,default
464,edge_lig_17259-1_lig_8432-1_run1_protein,-23.69,0.23,0.22,-23.61,0.24,0.2,80,80,05fs
465,edge_lig_17259-1_lig_8432-1_run1_water,-25.24,0.25,0.23,-25.12,0.29,0.15,80,79,05fs
462,edge_lig_17259-1_lig_2753-1_run1_protein,-15.4,0.35,0.34,-15.8,0.42,0.17,80,80,05fs
463,edge_lig_17259-1_lig_2753-1_run1_water,-14.51,0.23,0.2,-13.95,0.23,0.16,79,80,05fs
460,edge_lig_17259-1_lig_17273-1_run1_protein,-4.46,0.46,0.47,-4.64,0.18,0.12,80,80,05fs
461,edge_lig_17259-1_lig_17273-1_run1_water,-5.14,0.26,0.26,-5.98,0.22,0.19,80,77,05fs
476,edge_lig_17305-1_lig_11471-3_run1_protein,35.86,0.43,0.36,34.79,0.82,0.73,80,80,05fs
477,edge_lig_17305-1_lig_11471-3_run1_water,37.29,0.17,0.16,37.56,0.17,0.15,80,80,05fs
1784,edge_lig_29891-1_lig_11471-3_run1_protein,12.72,0.63,0.47,11.8,0.54,1.13,80,80,05fs
1785,edge_lig_29891-1_lig_11471-3_run1_water,12.54,0.31,0.37,13.2,0.58,0.6,80,80,05fs
1138,edge_lig_25915-1_lig_2764-2_run1_protein,-99.39,0.79,0.57,-98.19,0.27,57.35,80,80,05fs
1139,edge_lig_25915-1_lig_2764-2_run1_water,-99.18,0.18,0.17,-99.27,0.2,0.19,80,80,05fs
1132,edge_lig_25915-1_lig_13799-1_run1_protein,-85.74,0.77,0.78,-87.41,0.88,7.61,80,80,05fs
1133,edge_lig_25915-1_lig_13799-1_run1_water,-85.68,0.39,0.34,-85.54,0.29,0.58,80,80,05fs
1128,edge_lig_25915-1_lig_10252-1_run1_protein,-42.86,0.92,0.92,-42.12,1.21,5.46,80,80,05fs
1129,edge_lig_25915-1_lig_10252-1_run1_water,-38.96,0.33,0.35,-38.38,0.41,0.42,80,80,05fs
3720,edge_lig_8215-1_lig_25915-1_run1_protein,92.03,0.79,0.67,93.21,0.77,0.68,80,80,05fs
3721,edge_lig_8215-1_lig_25915-1_run1_water,89.92,0.45,0.36,89.86,0.25,1.33,80,80,05fs
2742,edge_lig_39316-1_lig_9758-1_run1_protein,-2.69,0.18,0.17,-2.44,0.15,0.23,80,80,05fs
2743,edge_lig_39316-1_lig_9758-1_run1_water,-3.15,0.11,0.09,-3.11,0.1,0.1,80,80,05fs
2726,edge_lig_39316-1_lig_18872-2_run1_protein,104.37,0.29,0.29,104.66,0.23,0.37,80,80,05fs
2727,edge_lig_39316-1_lig_18872-2_run1_water,104.68,0.11,0.1,104.67,0.13,0.13,80,80,05fs
1590,edge_lig_28182-1_lig_10690-1_run1_protein,2.32,0.32,0.32,2.16,0.42,0.38,80,80,05fs
1591,edge_lig_28182-1_lig_10690-1_run1_water,3.96,0.24,0.25,3.89,0.38,0.38,80,80,05fs
1592,edge_lig_28182-1_lig_28176-1_run1_protein,63.92,0.11,0.11,63.76,0.14,0.12,80,80,05fs
1593,edge_lig_28182-1_lig_28176-1_run1_water,64.02,0.09,0.08,64.02,0.07,0.1,80,80,05fs
3754,edge_lig_8401-1_lig_28182-1_run1_protein,-5.23,0.31,0.4,-5.59,0.45,0.52,80,80,05fs
3755,edge_lig_8401-1_lig_28182-1_run1_water,-6.52,0.15,0.17,-6.34,0.11,0.14,80,80,05fs
3270,edge_lig_43683-1_lig_19261-1_run1_protein,132.28,0.57,0.5,132.25,1.06,0.77,80,80,05fs
3271,edge_lig_43683-1_lig_19261-1_run1_water,136.08,0.12,0.1,136.07,0.13,0.13,80,80,05fs
2768,edge_lig_19261-1_lig_17290-1_run1_protein,-76.1,0.61,0.64,-76.0,0.73,2.8,80,80,default
2769,edge_lig_19261-1_lig_17290-1_run1_water,-74.43,0.12,0.11,-74.36,0.11,0.13,80,80,default
2142,edge_lig_17264-1_lig_19261-1_run1_protein,93.07,0.6,0.49,92.09,0.53,1.77,80,80,default
2143,edge_lig_17264-1_lig_19261-1_run1_water,92.08,0.18,0.21,92.17,0.16,0.14,80,79,default
3642,edge_lig_7127-2_lig_29670-1_run1_protein,18.63,0.79,0.85,17.47,1.03,13.64,80,80,05fs
3643,edge_lig_7127-2_lig_29670-1_run1_water,12.94,0.17,0.2,13.0,0.24,0.19,80,80,05fs
212,edge_lig_10688-1_lig_38552-1_run1_protein,123.61,0.8,0.88,123.25,0.91,9.82,79,80,default
213,edge_lig_10688-1_lig_38552-1_run1_water,122.55,0.29,0.22,122.34,0.33,0.4,80,80,default
208,edge_lig_10688-1_lig_26725-1_run1_protein,18.2,0.72,0.72,19.18,0.57,24.09,80,80,default
209,edge_lig_10688-1_lig_26725-1_run1_water,19.46,0.37,0.34,19.59,0.38,0.6,80,80,default
3338,edge_lig_44523-1_lig_40273-1_run1_protein,137.38,1.2,1.02,139.26,0.32,576.15,80,80,05fs
3339,edge_lig_44523-1_lig_40273-1_run1_water,139.92,0.34,0.31,140.13,0.16,0.51,80,80,05fs
2824,edge_lig_19334-1_lig_44102-4_run1_protein,45.22,0.13,0.15,45.04,0.14,0.12,77,80,default
2825,edge_lig_19334-1_lig_44102-4_run1_water,44.37,0.16,0.13,44.17,0.09,0.08,80,55,default
648,edge_lig_19334-1_lig_29668-1_run1_protein,52.04,0.28,0.31,51.17,0.45,0.24,75,80,05fs
649,edge_lig_19334-1_lig_29668-1_run1_water,51.25,0.31,0.32,54.69,0.28,0.17,38,80,05fs
470,edge_lig_17289-1_lig_19334-1_run1_protein,27.71,0.37,0.29,27.6,0.35,0.24,80,79,05fs
471,edge_lig_17289-1_lig_19334-1_run1_water,27.49,0.36,0.46,27.22,0.33,0.17,80,74,05fs
950,edge_lig_23487-2_lig_30815-2_run1_protein,71.46,0.23,0.25,71.39,0.29,0.43,80,80,05fs
951,edge_lig_23487-2_lig_30815-2_run1_water,66.94,0.19,0.25,67.3,0.12,0.1,80,80,05fs
2190,edge_lig_17305-2_lig_23487-2_run1_protein,-39.92,0.38,0.39,-40.27,0.61,0.77,58,80,default
2191,edge_lig_17305-2_lig_23487-2_run1_water,-36.12,0.11,0.11,-36.42,0.11,0.09,57,80,default
3646,edge_lig_7127-2_lig_7103-2_run1_protein,-5.08,0.19,0.21,-4.74,0.2,0.2,80,80,05fs
3647,edge_lig_7127-2_lig_7103-2_run1_water,-4.75,0.09,0.1,-4.51,0.11,0.1,80,80,05fs
2566,edge_lig_37247-1_lig_7127-2_run1_protein,-16.73,0.26,0.37,-17.21,0.52,0.35,80,80,05fs
2567,edge_lig_37247-1_lig_7127-2_run1_water,-15.81,0.19,0.22,-16.01,0.15,0.11,80,80,05fs
1206,edge_lig_14594-1_lig_7127-2_run1_protein,-0.96,0.99,1.08,-2.26,1.02,12.98,37,80,default
1207,edge_lig_14594-1_lig_7127-2_run1_water,1.65,0.21,0.14,1.68,0.22,0.17,61,74,default
3296,edge_lig_43882-1_lig_7127-2_run1_protein,42.07,0.61,0.58,39.1,0.88,3.03,80,80,05fs
3297,edge_lig_43882-1_lig_7127-2_run1_water,42.44,0.17,0.17,42.74,0.16,0.16,80,80,05fs
2428,edge_lig_17957-1_lig_7127-2_run1_protein,1.65,0.62,0.5,1.36,0.72,0.97,78,80,default
2429,edge_lig_17957-1_lig_7127-2_run1_water,4.57,0.19,0.14,4.72,0.12,0.21,80,78,default
2656,edge_lig_19021-1_lig_8465-1_run1_protein,-27.05,0.59,0.59,-26.36,0.34,0.48,35,80,default
2657,edge_lig_19021-1_lig_8465-1_run1_water,-23.0,0.17,0.16,-23.32,0.17,0.14,68,75,default
1166,edge_lig_14587-1_lig_19021-1_run1_protein,-16.63,0.69,0.73,-18.9,0.41,31.8,80,73,default
1167,edge_lig_14587-1_lig_19021-1_run1_water,-18.73,0.16,0.14,-18.71,0.17,0.17,80,80,default
530,edge_lig_11347-1_lig_29840-1_run1_protein,-26.57,0.57,0.62,-27.14,0.26,6.36,80,79,default
531,edge_lig_11347-1_lig_29840-1_run1_water,-28.31,0.28,0.28,-28.56,0.29,0.33,80,80,default
2706,edge_lig_38555-1_lig_29840-1_run1_protein,44.83,0.81,0.76,47.09,0.55,9.61,28,80,05fs
2707,edge_lig_38555-1_lig_29840-1_run1_water,47.27,0.33,0.28,47.04,0.4,0.51,80,80,05fs
2776,edge_lig_39667-1_lig_29840-1_run1_protein,115.75,0.65,0.89,116.58,0.42,4.89,80,80,05fs
2777,edge_lig_39667-1_lig_29840-1_run1_water,117.41,0.42,0.34,116.83,0.3,0.56,80,80,05fs
2344,edge_lig_35648-1_lig_29835-1_run1_protein,-16.11,0.48,0.43,-15.26,0.5,0.43,80,80,05fs
2345,edge_lig_35648-1_lig_29835-1_run1_water,-16.36,0.27,0.24,-16.3,0.29,0.33,80,80,05fs
2774,edge_lig_39667-1_lig_29835-1_run1_protein,89.67,0.57,0.4,91.18,0.27,4.9,80,80,05fs
2775,edge_lig_39667-1_lig_29835-1_run1_water,93.53,0.37,0.5,92.49,0.5,0.44,80,80,05fs
3722,edge_lig_8215-1_lig_29835-1_run1_protein,28.45,0.93,0.79,28.41,0.42,3.34,80,80,05fs
3723,edge_lig_8215-1_lig_29835-1_run1_water,30.04,0.55,0.55,30.74,1.16,0.84,80,80,05fs
1898,edge_lig_30805-2_lig_27572-1_run1_protein,59.64,0.51,0.45,57.77,0.69,2.14,80,80,05fs
1899,edge_lig_30805-2_lig_27572-1_run1_water,59.45,0.33,0.35,60.2,0.2,0.12,80,80,05fs
1886,edge_lig_30805-1_lig_27572-1_run1_protein,63.16,0.35,0.41,63.22,0.47,0.4,80,80,05fs
