,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,source_file
2960,edge_lig_41313-1_lig_27566-3_run1_protein,0.72,0.31,0.25,1.12,0.22,0.14,80,80,05fs
2961,edge_lig_41313-1_lig_27566-3_run1_water,1.83,0.15,0.14,1.52,0.14,0.09,80,80,05fs
3452,edge_lig_21334-1_lig_27566-3_run1_protein,79.24,0.41,0.58,79.59,0.75,0.53,76,69,default
3453,edge_lig_21334-1_lig_27566-3_run1_water,76.91,0.25,0.24,76.88,0.13,0.11,60,64,default
1418,edge_lig_27566-3_lig_36670-1_run1_protein,-55.14,0.41,0.37,-55.02,0.7,0.51,80,80,05fs
1419,edge_lig_27566-3_lig_36670-1_run1_water,-51.04,0.21,0.2,-51.03,0.12,0.1,80,80,05fs
3050,edge_lig_20726-1_lig_27566-3_run1_protein,52.14,0.42,0.36,52.43,0.7,0.41,45,68,default
3051,edge_lig_20726-1_lig_27566-3_run1_water,53.95,0.18,0.18,54.25,0.17,0.11,74,75,default
2944,edge_lig_20706-3_lig_27566-3_run1_protein,-13.68,0.59,0.69,-14.58,0.45,2.41,61,80,default
2945,edge_lig_20706-3_lig_27566-3_run1_water,-14.71,0.16,0.12,-14.8,0.13,0.17,52,80,default
3208,edge_lig_20771-2_lig_27566-3_run1_protein,22.9,0.54,0.45,22.41,0.59,0.44,48,73,default
3209,edge_lig_20771-2_lig_27566-3_run1_water,25.62,0.22,0.25,24.89,0.34,0.2,64,79,default
3840,edge_lig_9745-1_lig_27566-3_run1_protein,49.96,0.69,0.95,51.91,2.09,0.8,80,80,05fs
3841,edge_lig_9745-1_lig_27566-3_run1_water,48.84,0.12,0.11,48.92,0.12,0.1,80,80,05fs
220,edge_lig_10694-1_lig_27566-3_run1_protein,46.82,0.4,0.47,47.66,0.56,0.44,80,79,default
221,edge_lig_10694-1_lig_27566-3_run1_water,44.99,0.11,0.1,45.03,0.12,0.12,79,80,default
2124,edge_lig_17256-1_lig_27566-3_run1_protein,-4.93,0.51,0.45,-4.1,0.76,0.68,80,80,default
2125,edge_lig_17256-1_lig_27566-3_run1_water,-5.4,0.17,0.18,-5.83,0.18,0.17,51,80,default
3126,edge_lig_42640-1_lig_27566-3_run1_protein,65.57,0.35,0.45,66.32,0.76,0.36,80,80,05fs
3127,edge_lig_42640-1_lig_27566-3_run1_water,66.57,0.17,0.14,66.45,0.11,0.09,80,80,05fs
3752,edge_lig_8401-1_lig_27566-3_run1_protein,50.33,0.79,0.79,47.55,0.81,14.92,49,80,05fs
3753,edge_lig_8401-1_lig_27566-3_run1_water,48.52,0.2,0.17,48.36,0.2,0.18,80,80,05fs
1416,edge_lig_27566-3_lig_33862-1_run1_protein,-179.26,0.65,0.82,-173.95,1.1,51.72,80,80,05fs
1417,edge_lig_27566-3_lig_33862-1_run1_water,-171.53,0.19,0.18,-171.58,0.21,0.24,80,80,05fs
3016,edge_lig_4150-1_lig_7130-2_run1_protein,14.77,0.32,0.29,14.43,0.3,0.36,80,80,05fs
3017,edge_lig_4150-1_lig_7130-2_run1_water,14.74,0.17,0.17,14.62,0.11,0.13,80,80,05fs
3668,edge_lig_7130-2_lig_3109-1_run1_protein,-25.17,0.21,0.27,-25.48,0.36,0.27,80,80,05fs
3669,edge_lig_7130-2_lig_3109-1_run1_water,-24.76,0.09,0.09,-24.7,0.1,0.1,80,80,05fs
1940,edge_lig_30813-1_lig_7130-2_run1_protein,28.44,0.34,0.28,28.02,0.31,0.48,80,80,05fs
1941,edge_lig_30813-1_lig_7130-2_run1_water,26.62,0.11,0.11,26.66,0.1,0.09,80,80,05fs
3670,edge_lig_7130-2_lig_3241-1_run1_protein,-36.36,0.35,0.34,-35.78,0.27,0.9,80,80,05fs
3671,edge_lig_7130-2_lig_3241-1_run1_water,-33.51,0.1,0.11,-33.61,0.11,0.11,80,80,05fs
1918,edge_lig_30807-2_lig_7130-2_run1_protein,12.02,0.72,0.69,8.07,0.75,50.07,80,80,05fs
1919,edge_lig_30807-2_lig_7130-2_run1_water,5.51,0.16,0.19,5.78,0.16,0.15,80,80,05fs
1404,edge_lig_27566-1_lig_36661-1_run1_protein,-40.36,0.25,0.21,-39.72,0.31,0.24,75,80,05fs
1405,edge_lig_27566-1_lig_36661-1_run1_water,-38.61,0.33,0.35,-36.47,0.17,0.23,71,80,05fs
1406,edge_lig_27566-1_lig_44967-1_run1_protein,-60.92,0.42,0.56,-58.85,0.98,0.69,80,80,05fs
1407,edge_lig_27566-1_lig_44967-1_run1_water,-58.84,0.12,0.11,-58.88,0.12,0.13,80,80,05fs
1656,edge_lig_2949-1_lig_27566-1_run1_protein,6.16,0.12,0.1,6.2,0.19,0.14,80,80,05fs
1657,edge_lig_2949-1_lig_27566-1_run1_water,3.05,0.08,0.09,3.08,0.09,0.1,80,80,05fs
1396,edge_lig_27566-1_lig_20801-1_run1_protein,-30.73,0.57,0.65,-31.11,0.81,1.49,80,80,05fs
1397,edge_lig_27566-1_lig_20801-1_run1_water,-30.79,0.27,0.44,-31.37,0.39,0.33,80,80,05fs
1398,edge_lig_27566-1_lig_27573-1_run1_protein,14.26,0.39,0.38,13.63,0.27,0.15,80,80,05fs
1399,edge_lig_27566-1_lig_27573-1_run1_water,11.87,0.26,0.29,11.76,0.14,0.11,80,80,05fs
1400,edge_lig_27566-1_lig_29835-1_run1_protein,-23.32,0.44,0.48,-23.16,0.27,0.58,80,80,05fs
1401,edge_lig_27566-1_lig_29835-1_run1_water,-23.31,0.15,0.13,-23.22,0.12,0.16,80,80,05fs
1380,edge_lig_27561-1_lig_27566-1_run1_protein,-18.64,0.36,0.59,-19.6,0.71,0.66,80,80,05fs
1381,edge_lig_27561-1_lig_27566-1_run1_water,-21.51,0.11,0.11,-21.5,0.12,0.14,80,80,05fs
1402,edge_lig_27566-1_lig_30805-2_run1_protein,-41.61,0.47,0.38,-40.42,0.33,1.45,80,80,05fs
1403,edge_lig_27566-1_lig_30805-2_run1_water,-39.87,0.25,0.22,-39.67,0.23,0.27,80,80,05fs
2422,edge_lig_17957-1_lig_27566-1_run1_protein,18.9,0.46,0.39,18.65,0.5,0.74,80,80,default
2423,edge_lig_17957-1_lig_27566-1_run1_water,18.83,0.18,0.17,18.89,0.18,0.17,76,80,default
738,edge_lig_129-1_lig_4723-2_run1_protein,31.2,0.38,0.38,32.57,0.53,1.12,80,80,default
739,edge_lig_129-1_lig_4723-2_run1_water,33.01,0.14,0.13,32.94,0.13,0.14,80,80,default
3628,edge_lig_7112-2_lig_4723-2_run1_protein,-61.33,0.79,0.73,-61.1,0.71,17.79,80,80,05fs
3629,edge_lig_7112-2_lig_4723-2_run1_water,-57.47,0.13,0.12,-57.45,0.11,0.13,80,80,05fs
780,edge_lig_13591-2_lig_4723-2_run1_protein,-2.18,0.28,0.26,-2.01,0.26,0.42,80,74,default
781,edge_lig_13591-2_lig_4723-2_run1_water,-2.01,0.13,0.13,-1.83,0.13,0.12,80,80,default
92,edge_lig_10202-2_lig_4723-2_run1_protein,-32.5,0.23,0.28,-33.16,0.26,0.36,80,80,default
93,edge_lig_10202-2_lig_4723-2_run1_water,-32.03,0.14,0.13,-32.04,0.13,0.17,80,80,default
2700,edge_lig_3845-1_lig_4723-2_run1_protein,43.35,0.62,0.64,44.97,0.65,2.68,80,80,05fs
2701,edge_lig_3845-1_lig_4723-2_run1_water,46.43,0.27,0.27,46.33,0.35,0.33,80,80,05fs
460,edge_lig_11189-1_lig_4723-2_run1_protein,-31.54,0.56,0.5,-30.79,0.42,4.29,80,80,default
461,edge_lig_11189-1_lig_4723-2_run1_water,-28.27,0.13,0.1,-28.32,0.11,0.14,80,80,default
2988,edge_lig_4148-1_lig_4723-2_run1_protein,-7.89,0.32,0.34,-8.74,0.35,0.62,80,80,05fs
2989,edge_lig_4148-1_lig_4723-2_run1_water,-6.7,0.15,0.15,-6.65,0.14,0.17,80,80,05fs
2596,edge_lig_18797-1_lig_4723-2_run1_protein,-19.69,0.34,0.25,-19.04,0.32,0.31,80,71,default
2597,edge_lig_18797-1_lig_4723-2_run1_water,-18.76,0.13,0.13,-18.84,0.13,0.14,80,80,default
3622,edge_lig_21812-1_lig_36670-1_run1_protein,-23.48,0.45,0.46,-23.27,0.33,0.9,80,80,default
3623,edge_lig_21812-1_lig_36670-1_run1_water,-22.17,0.12,0.14,-21.99,0.11,0.11,75,62,default
3628,edge_lig_21812-1_lig_43790-1_run1_protein,-7.91,0.29,0.31,-7.56,0.27,0.99,80,80,default
3629,edge_lig_21812-1_lig_43790-1_run1_water,-6.73,0.14,0.15,-6.92,0.08,0.08,70,78,default
1810,edge_lig_30318-1_lig_21812-1_run1_protein,37.44,0.37,0.41,37.95,0.44,0.41,80,80,05fs
1811,edge_lig_30318-1_lig_21812-1_run1_water,38.12,0.15,0.14,38.23,0.16,0.12,80,80,05fs
3624,edge_lig_21812-1_lig_37203-1_run1_protein,-58.95,0.48,0.55,-59.68,0.73,0.68,80,80,default
3625,edge_lig_21812-1_lig_37203-1_run1_water,-56.16,0.12,0.13,-56.17,0.12,0.11,78,76,default
3616,edge_lig_21812-1_lig_22022-1_run1_protein,-7.1,0.3,0.28,-7.37,0.32,0.63,79,80,default
3617,edge_lig_21812-1_lig_22022-1_run1_water,-7.99,0.2,0.2,-7.93,0.16,0.13,52,64,default
3626,edge_lig_21812-1_lig_37442-1_run1_protein,-14.13,0.38,0.31,-14.33,0.25,0.56,80,80,default
3627,edge_lig_21812-1_lig_37442-1_run1_water,-15.57,0.11,0.12,-15.51,0.11,0.11,67,80,default
3620,edge_lig_21812-1_lig_30805-2_run1_protein,-10.55,0.47,0.36,-10.67,0.26,1.38,80,80,default
3621,edge_lig_21812-1_lig_30805-2_run1_water,-9.59,0.21,0.21,-9.65,0.28,0.24,75,76,default
3618,edge_lig_21812-1_lig_2739-1_run1_protein,6.92,0.31,0.25,6.66,0.35,0.35,80,80,default
3619,edge_lig_21812-1_lig_2739-1_run1_water,5.6,0.14,0.13,5.63,0.13,0.17,79,73,default
1170,edge_lig_14587-1_lig_21812-1_run1_protein,-19.16,0.61,0.66,-21.61,0.3,46.4,80,80,default
1171,edge_lig_14587-1_lig_21812-1_run1_water,-20.5,0.13,0.14,-20.49,0.19,0.18,78,79,default
1202,edge_lig_14594-1_lig_21812-1_run1_protein,-11.57,0.52,0.66,-12.18,0.38,3.14,80,80,default
1203,edge_lig_14594-1_lig_21812-1_run1_water,-15.31,0.18,0.16,-15.2,0.2,0.16,57,73,default
1352,edge_lig_14944-2_lig_20709-4_run1_protein,4.06,0.18,0.19,3.8,0.21,0.23,80,75,default
1353,edge_lig_14944-2_lig_20709-4_run1_water,3.55,0.11,0.14,3.4,0.1,0.12,71,80,default
3176,edge_lig_20759-4_lig_20709-4_run1_protein,20.51,0.19,0.22,20.34,0.17,0.28,80,78,default
3177,edge_lig_20759-4_lig_20709-4_run1_water,19.82,0.1,0.1,19.81,0.09,0.13,80,80,default
694,edge_lig_20709-4_lig_30813-2_run1_protein,-10.99,0.45,0.42,-11.31,0.24,0.14,80,80,05fs
695,edge_lig_20709-4_lig_30813-2_run1_water,-10.44,0.26,0.22,-9.87,0.15,0.11,80,80,05fs
2510,edge_lig_36747-1_lig_20709-4_run1_protein,-41.8,0.8,0.69,-42.71,0.6,8.93,80,80,05fs
2511,edge_lig_36747-1_lig_20709-4_run1_water,-40.26,0.18,0.18,-40.78,0.21,0.15,80,80,05fs
3650,edge_lig_21812-4_lig_27566-2_run1_protein,32.23,0.28,0.34,31.81,0.52,0.3,80,80,default
3651,edge_lig_21812-4_lig_27566-2_run1_water,30.62,0.22,0.25,30.69,0.31,0.32,80,78,default
2952,edge_lig_20709-1_lig_21812-4_run1_protein,-26.12,0.27,0.3,-26.07,0.24,0.18,80,80,default
2953,edge_lig_20709-1_lig_21812-4_run1_water,-25.05,0.16,0.14,-24.94,0.16,0.19,80,80,default
3644,edge_lig_21812-4_lig_25923-1_run1_protein,4.34,0.2,0.2,4.2,0.16,0.27,80,80,default
3645,edge_lig_21812-4_lig_25923-1_run1_water,3.13,0.16,0.13,3.01,0.14,0.13,80,80,default
1628,edge_lig_15546-1_lig_21812-4_run1_protein,20.46,0.15,0.18,20.57,0.19,0.16,77,78,default
1629,edge_lig_15546-1_lig_21812-4_run1_water,23.58,0.1,0.11,23.69,0.09,0.09,80,80,default
3654,edge_lig_21812-4_lig_36497-1_run1_protein,-12.2,0.49,0.67,-11.6,0.88,0.96,80,78,default
3655,edge_lig_21812-4_lig_36497-1_run1_water,-15.54,0.1,0.11,-15.52,0.11,0.13,80,80,default
1140,edge_lig_14492-1_lig_21812-4_run1_protein,38.04,0.13,0.15,38.02,0.11,0.09,79,77,default
1141,edge_lig_14492-1_lig_21812-4_run1_water,38.99,0.06,0.06,39.0,0.06,0.08,80,77,default
1686,edge_lig_2959-1_lig_21812-4_run1_protein,36.61,0.16,0.2,36.54,0.2,0.19,80,80,05fs
1687,edge_lig_2959-1_lig_21812-4_run1_water,36.88,0.21,0.23,37.2,0.08,0.07,80,80,05fs
3652,edge_lig_21812-4_lig_30432-3_run1_protein,20.5,0.27,0.31,20.02,0.34,0.29,80,80,default
3653,edge_lig_21812-4_lig_30432-3_run1_water,19.04,0.11,0.1,19.02,0.1,0.11,80,80,default
3642,edge_lig_21812-4_lig_14864-1_run1_protein,-8.6,0.25,0.26,-8.84,0.18,0.53,80,80,default
3643,edge_lig_21812-4_lig_14864-1_run1_water,-6.8,0.2,0.18,-6.9,0.16,0.12,73,80,default
850,edge_lig_21812-4_lig_7105-2_run1_protein,-0.2,0.23,0.25,-0.1,0.33,0.3,80,80,05fs
851,edge_lig_21812-4_lig_7105-2_run1_water,0.96,0.16,0.16,0.9,0.21,0.19,80,80,05fs
2468,edge_lig_36659-1_lig_21812-4_run1_protein,43.18,0.69,0.79,42.73,0.71,14.93,80,80,05fs
2469,edge_lig_36659-1_lig_21812-4_run1_water,45.57,0.17,0.16,45.44,0.17,0.11,80,80,05fs
1136,edge_lig_25915-1_lig_21812-4_run1_protein,-63.53,0.68,0.5,-64.46,0.65,2.88,80,80,05fs
1137,edge_lig_25915-1_lig_21812-4_run1_water,-59.32,0.12,0.12,-59.22,0.12,0.12,80,80,05fs
960,edge_lig_23802-2_lig_21812-4_run1_protein,-29.26,0.31,0.35,-28.58,0.33,0.4,80,80,05fs
961,edge_lig_23802-2_lig_21812-4_run1_water,-24.6,0.1,0.09,-24.6,0.1,0.1,80,80,05fs
1596,edge_lig_15539-1_lig_21812-4_run1_protein,29.6,0.31,0.31,29.98,0.36,0.47,77,80,default
1597,edge_lig_15539-1_lig_21812-4_run1_water,35.05,0.12,0.13,34.98,0.11,0.1,80,80,default
3648,edge_lig_21812-4_lig_27557-2_run1_protein,47.64,0.84,0.78,47.89,1.47,0.8,77,29,default
3649,edge_lig_21812-4_lig_27557-2_run1_water,46.45,0.23,0.17,46.56,0.32,0.22,41,53,default
3696,edge_lig_7413-1_lig_21812-4_run1_protein,18.87,0.6,0.68,19.79,0.98,1.05,80,80,05fs
3697,edge_lig_7413-1_lig_21812-4_run1_water,23.75,0.12,0.13,23.71,0.15,0.12,80,80,05fs
3646,edge_lig_21812-4_lig_2754-2_run1_protein,-6.06,0.3,0.3,-5.75,0.25,0.35,80,80,default
3647,edge_lig_21812-4_lig_2754-2_run1_water,-8.31,0.1,0.09,-8.33,0.11,0.13,78,80,default
3656,edge_lig_21812-4_lig_42850-1_run1_protein,-4.01,0.54,0.47,-3.94,0.57,0.5,79,75,default
3657,edge_lig_21812-4_lig_42850-1_run1_water,-7.73,0.17,0.15,-7.78,0.15,0.19,77,80,default
1206,edge_lig_25924-1_lig_27566-4_run1_protein,13.81,0.27,0.27,13.72,0.23,0.21,80,80,05fs
1207,edge_lig_25924-1_lig_27566-4_run1_water,13.4,0.18,0.27,14.05,0.14,0.12,80,80,05fs
1450,edge_lig_27566-4_lig_5718-2_run1_protein,-30.04,0.24,0.21,-29.77,0.28,0.35,80,80,05fs
1451,edge_lig_27566-4_lig_5718-2_run1_water,-30.74,0.09,0.11,-30.72,0.09,0.08,80,80,05fs
1310,edge_lig_14864-2_lig_27566-4_run1_protein,42.91,0.45,0.38,43.23,0.46,0.71,80,80,default
1311,edge_lig_14864-2_lig_27566-4_run1_water,42.62,0.12,0.11,42.62,0.16,0.13,80,80,default
1432,edge_lig_27566-4_lig_20750-6_run1_protein,4.8,0.45,0.3,5.2,0.25,0.57,80,80,05fs
1433,edge_lig_27566-4_lig_20750-6_run1_water,2.16,0.13,0.14,2.24,0.15,0.15,80,80,05fs
1430,edge_lig_27566-4_lig_20747-1_run1_protein,5.53,0.38,0.36,5.16,0.57,0.36,80,80,05fs
1431,edge_lig_27566-4_lig_20747-1_run1_water,0.88,0.19,0.16,0.75,0.16,0.16,80,80,05fs
1434,edge_lig_27566-4_lig_20760-1_run1_protein,11.24,0.66,0.56,9.99,0.95,0.75,80,80,05fs
1435,edge_lig_27566-4_lig_20760-1_run1_water,4.72,0.22,0.23,5.19,0.27,0.2,80,80,05fs
1448,edge_lig_27566-4_lig_37442-1_run1_protein,-42.32,0.4,0.36,-42.48,0.43,0.45,80,80,05fs
1449,edge_lig_27566-4_lig_37442-1_run1_water,-49.24,0.2,0.18,-49.51,0.14,0.11,80,80,05fs
1438,edge_lig_27566-4_lig_22025-1_run1_protein,-50.9,0.37,0.41,-51.14,0.39,0.5,80,80,05fs
1439,edge_lig_27566-4_lig_22025-1_run1_water,-55.87,0.12,0.13,-55.84,0.13,0.12,80,80,05fs
1422,edge_lig_27566-4_lig_11471-2_run1_protein,-15.37,0.49,0.5,-15.42,0.56,1.08,80,80,05fs
1423,edge_lig_27566-4_lig_11471-2_run1_water,-15.59,0.13,0.11,-15.6,0.13,0.13,80,80,05fs
1426,edge_lig_27566-4_lig_14757-1_run1_protein,-58.79,0.69,0.8,-59.0,0.95,0.94,80,80,05fs
1427,edge_lig_27566-4_lig_14757-1_run1_water,-60.88,0.16,0.18,-61.21,0.18,0.15,80,80,05fs
1424,edge_lig_27566-4_lig_12201-1_run1_protein,30.55,0.79,0.72,32.84,0.43,204.34,80,80,05fs
1425,edge_lig_27566-4_lig_12201-1_run1_water,34.99,0.15,0.15,35.23,0.19,0.16,80,80,05fs
1420,edge_lig_27566-4_lig_10694-1_run1_protein,-45.94,0.35,0.36,-46.08,0.54,0.59,80,80,05fs
1421,edge_lig_27566-4_lig_10694-1_run1_water,-50.48,0.12,0.1,-50.47,0.13,0.13,80,80,05fs
210,edge_lig_10688-1_lig_27566-4_run1_protein,128.19,0.45,0.46,127.81,0.57,0.46,78,77,default
211,edge_lig_10688-1_lig_27566-4_run1_water,134.07,0.11,0.11,134.13,0.15,0.13,80,77,default
1444,edge_lig_27566-4_lig_29835-1_run1_protein,-23.06,0.51,0.49,-22.74,0.44,1.09,80,80,05fs
1445,edge_lig_27566-4_lig_29835-1_run1_water,-26.43,0.12,0.11,-26.43,0.13,0.14,80,80,05fs
2812,edge_lig_19291-2_lig_27566-4_run1_protein,31.95,0.32,0.3,31.54,0.34,0.53,80,80,default
2813,edge_lig_19291-2_lig_27566-4_run1_water,32.1,0.12,0.11,32.07,0.09,0.14,80,80,default
1436,edge_lig_27566-4_lig_21308-1_run1_protein,-28.26,0.7,0.59,-28.23,0.57,5.21,80,80,05fs
1437,edge_lig_27566-4_lig_21308-1_run1_water,-33.0,0.12,0.13,-33.05,0.12,0.13,80,80,05fs
1428,edge_lig_27566-4_lig_17290-1_run1_protein,-44.85,0.54,0.77,-43.98,0.47,6.96,80,80,05fs
1429,edge_lig_27566-4_lig_17290-1_run1_water,-46.87,0.12,0.11,-46.87,0.13,0.15,80,80,05fs
1452,edge_lig_27566-4_lig_8336-1_run1_protein,-40.18,0.53,0.46,-39.92,0.4,7.52,80,80,05fs
1453,edge_lig_27566-4_lig_8336-1_run1_water,-41.28,0.11,0.13,-41.28,0.13,0.14,80,80,05fs
1440,edge_lig_27566-4_lig_2739-2_run1_protein,-48.48,0.6,0.44,-47.95,0.26,7.5,80,80,05fs
1441,edge_lig_27566-4_lig_2739-2_run1_water,-53.38,0.18,0.11,-53.44,0.16,0.18,80,80,05fs
1446,edge_lig_27566-4_lig_30810-2_run1_protein,-97.82,0.62,0.56,-98.67,1.06,0.66,80,80,05fs
1447,edge_lig_27566-4_lig_30810-2_run1_water,-102.67,0.15,0.17,-102.64,0.19,0.24,80,80,05fs
3014,edge_lig_4150-1_lig_7130-1_run1_protein,14.69,0.19,0.18,14.24,0.19,0.16,80,80,05fs
3015,edge_lig_4150-1_lig_7130-1_run1_water,12.84,0.27,0.28,12.38,0.26,0.29,80,80,05fs
3658,edge_lig_7130-1_lig_19370-1_run1_protein,-124.36,0.48,0.48,-123.72,0.6,0.39,80,80,05fs
3659,edge_lig_7130-1_lig_19370-1_run1_water,-127.39,0.15,0.14,-127.55,0.18,0.14,80,80,05fs
3662,edge_lig_7130-1_lig_3793-1_run1_protein,-25.93,0.21,0.22,-25.96,0.25,0.26,80,80,05fs
3663,edge_lig_7130-1_lig_3793-1_run1_water,-24.77,0.14,0.12,-24.82,0.13,0.14,80,80,05fs
2870,edge_lig_1943-1_lig_7130-1_run1_protein,-5.7,0.35,0.42,-5.22,0.63,0.51,80,60,default
2871,edge_lig_1943-1_lig_7130-1_run1_water,-8.99,0.11,0.1,-9.01,0.14,0.13,80,80,default
3664,edge_lig_7130-1_lig_44002-1_run1_protein,6.86,0.65,0.65,6.75,0.46,1.85,80,80,05fs
3665,edge_lig_7130-1_lig_44002-1_run1_water,4.96,0.32,0.27,5.36,0.23,0.58,80,80,05fs
3252,edge_lig_43630-1_lig_7130-1_run1_protein,16.91,0.49,0.52,17.5,0.81,1.6,80,80,05fs
3253,edge_lig_43630-1_lig_7130-1_run1_water,14.66,0.24,0.22,14.67,0.29,0.37,80,80,05fs
3666,edge_lig_7130-1_lig_4814-2_run1_protein,-0.33,0.44,0.38,-0.65,0.32,0.65,80,80,05fs
3667,edge_lig_7130-1_lig_4814-2_run1_water,0.59,0.2,0.19,0.51,0.23,0.27,80,80,05fs
1868,edge_lig_30778-2_lig_7130-1_run1_protein,1.06,0.84,0.71,-0.19,0.38,3.41,24,80,05fs
1869,edge_lig_30778-2_lig_7130-1_run1_water,-1.53,0.17,0.23,-0.74,0.19,0.13,80,80,05fs
3660,edge_lig_7130-1_lig_30778-1_run1_protein,-2.77,0.4,0.42,-1.67,0.24,0.81,80,80,05fs
3661,edge_lig_7130-1_lig_30778-1_run1_water,-3.39,0.16,0.12,-3.43,0.15,0.14,80,80,05fs
3002,edge_lig_4150-1_lig_27566-2_run1_protein,21.2,0.17,0.17,20.98,0.23,0.18,80,80,05fs
3003,edge_lig_4150-1_lig_27566-2_run1_water,18.07,0.25,0.2,19.17,0.18,0.18,80,80,05fs
3838,edge_lig_9745-1_lig_27566-2_run1_protein,61.34,0.43,0.46,61.2,0.46,0.61,80,80,05fs
3839,edge_lig_9745-1_lig_27566-2_run1_water,58.76,0.14,0.16,59.21,0.19,0.15,80,80,05fs
1412,edge_lig_27566-2_lig_31720-1_run1_protein,-40.78,0.42,0.5,-40.08,0.86,0.61,80,80,05fs
1413,edge_lig_27566-2_lig_31720-1_run1_water,-41.56,0.33,0.34,-42.24,0.18,0.12,80,80,05fs
2740,edge_lig_19249-1_lig_27566-2_run1_protein,98.02,0.8,0.97,95.85,0.29,734.64,80,80,default
2741,edge_lig_19249-1_lig_27566-2_run1_water,86.93,0.19,0.22,87.48,0.27,0.19,61,46,default
1414,edge_lig_27566-2_lig_44102-1_run1_protein,-9.18,0.39,0.41,-9.23,0.28,0.15,80,80,05fs
1415,edge_lig_27566-2_lig_44102-1_run1_water,-8.81,0.17,0.17,-8.47,0.15,0.12,80,80,05fs
3124,edge_lig_42640-1_lig_27566-2_run1_protein,75.88,0.46,0.44,76.31,0.33,0.59,80,80,05fs
3125,edge_lig_42640-1_lig_27566-2_run1_water,76.09,0.21,0.19,75.99,0.19,0.12,80,80,05fs
1382,edge_lig_27561-1_lig_27566-2_run1_protein,-13.23,0.4,0.5,-13.77,0.35,0.66,80,80,05fs
1383,edge_lig_27561-1_lig_27566-2_run1_water,-13.37,0.27,0.26,-13.85,0.15,0.1,80,80,05fs
1410,edge_lig_27566-2_lig_2739-2_run1_protein,-56.15,0.46,0.5,-57.8,1.01,0.66,80,80,05fs
1411,edge_lig_27566-2_lig_2739-2_run1_water,-57.39,0.19,0.22,-58.0,0.21,0.16,80,80,05fs
1408,edge_lig_27566-2_lig_14602-1_run1_protein,7.63,0.51,0.51,7.87,0.43,2.1,80,80,05fs
1409,edge_lig_27566-2_lig_14602-1_run1_water,8.22,0.12,0.15,8.07,0.12,0.12,80,80,05fs
2878,edge_lig_40743-1_lig_27566-2_run1_protein,79.18,1.32,1.44,75.26,0.67,3320.33,80,80,05fs
2879,edge_lig_40743-1_lig_27566-2_run1_water,72.94,0.33,0.31,72.98,0.34,0.51,80,80,05fs
2432,edge_lig_36502-1_lig_21812-2_run1_protein,19.33,0.63,0.68,20.79,0.42,5.7,80,80,05fs
2433,edge_lig_36502-1_lig_21812-2_run1_water,24.6,0.24,0.25,24.55,0.34,0.26,80,80,05fs
3632,edge_lig_21812-2_lig_14919-1_run1_protein,22.89,0.14,0.16,23.17,0.15,0.14,78,78,default
3633,edge_lig_21812-2_lig_14919-1_run1_water,24.01,0.09,0.09,23.95,0.07,0.07,79,80,default
3638,edge_lig_21812-2_lig_20724-2_run1_protein,32.66,0.14,0.17,32.59,0.18,0.18,80,80,default
3639,edge_lig_21812-2_lig_20724-2_run1_water,32.07,0.22,0.2,32.01,0.25,0.3,80,79,default
1356,edge_lig_14944-2_lig_21812-2_run1_protein,-9.89,0.39,0.48,-10.24,0.87,0.41,39,54,default
1357,edge_lig_14944-2_lig_21812-2_run1_water,-6.96,0.27,0.21,-7.75,0.18,0.13,71,28,default
3196,edge_lig_20760-2_lig_21812-2_run1_protein,-27.67,0.35,0.34,-28.64,0.37,0.2,66,70,default
3197,edge_lig_20760-2_lig_21812-2_run1_water,-21.77,0.29,0.26,-22.05,0.36,0.21,71,32,default
3634,edge_lig_21812-2_lig_16609-1_run1_protein,-3.47,0.55,0.47,-3.41,0.34,1.32,75,80,default
3635,edge_lig_21812-2_lig_16609-1_run1_water,-6.14,0.25,0.33,-6.19,0.16,0.12,48,72,default
3630,edge_lig_21812-2_lig_11471-2_run1_protein,8.38,0.3,0.24,8.6,0.23,0.45,80,63,default
3631,edge_lig_21812-2_lig_11471-2_run1_water,6.98,0.17,0.17,7.01,0.15,0.12,79,56,default
3344,edge_lig_44523-2_lig_21812-2_run1_protein,113.11,0.38,0.46,113.11,0.56,0.98,80,80,05fs
3345,edge_lig_44523-2_lig_21812-2_run1_water,117.02,0.11,0.09,117.05,0.09,0.12,80,80,05fs
3636,edge_lig_21812-2_lig_17694-1_run1_protein,-30.5,0.25,0.23,-30.8,0.25,0.42,79,79,default
3637,edge_lig_21812-2_lig_17694-1_run1_water,-29.99,0.11,0.14,-30.3,0.1,0.09,79,79,default
3640,edge_lig_21812-2_lig_8432-1_run1_protein,-36.68,1.02,1.03,-34.93,0.62,33.3,80,50,default
3641,edge_lig_21812-2_lig_8432-1_run1_water,-38.04,0.12,0.13,-38.04,0.12,0.14,70,77,default
362,edge_lig_15552-2_lig_20709-2_run1_protein,38.71,0.41,0.36,39.02,0.25,0.16,80,80,05fs
363,edge_lig_15552-2_lig_20709-2_run1_water,41.2,0.14,0.18,41.33,0.19,0.2,80,80,05fs
1144,edge_lig_25919-1_lig_20709-2_run1_protein,55.25,0.37,0.22,55.21,0.24,0.53,80,27,05fs
