,edge_run,CGI_dG,CGI_Std_Err_parametric,CGI_Std_Err_bootstrip,BAR_dG,BAR_Std_Err_bootstrip,BAR_Std_Err_analytical,num_forward,num_backward,BAR_conv,BAR_conv_abs,BAR_conv_bootstrip,source
906,edge_lig_40642-1_lig_16249-3_run1_protein,-15.63,0.29,0.26,-15.59,0.21,0.32,80,80,0.29,0.29,0.15,default
907,edge_lig_40642-1_lig_16249-3_run1_water,-14.4,0.2,0.18,-14.56,0.18,0.22,80,80,0.1,0.1,0.15,default
908,edge_lig_40642-1_lig_16249-3_run2_protein,-13.96,0.2,0.25,-14.11,0.29,0.24,80,80,-0.21,0.21,0.10,default
909,edge_lig_40642-1_lig_16249-3_run2_water,-14.1,0.21,0.22,-14.03,0.27,0.25,80,80,-0.09,0.09,0.18,default
910,edge_lig_40642-1_lig_16249-3_run3_protein,-12.69,0.35,0.31,-12.96,0.27,1.01,80,80,0.89,0.89,0.03,default
911,edge_lig_40642-1_lig_16249-3_run3_water,-14.18,0.19,0.15,-14.1,0.24,0.25,80,80,0.19,0.19,0.20,default
900,edge_lig_40642-1_lig_10387-2_run1_protein,-2.39,0.3,0.23,-2.72,0.22,0.51,80,80,0.68,0.68,0.11,default
901,edge_lig_40642-1_lig_10387-2_run1_water,-1.07,0.19,0.16,-1.12,0.15,0.19,80,79,0.26,0.26,0.08,default
902,edge_lig_40642-1_lig_10387-2_run2_protein,-3.25,0.3,0.25,-3.61,0.32,0.32,80,80,-0.06,0.06,0.12,default
903,edge_lig_40642-1_lig_10387-2_run2_water,-0.99,0.17,0.16,-1.15,0.18,0.18,80,80,-0.01,0.01,0.12,default
904,edge_lig_40642-1_lig_10387-2_run3_protein,-0.5,0.36,0.51,-0.09,0.62,0.56,80,80,-0.03,0.03,0.33,default
905,edge_lig_40642-1_lig_10387-2_run3_water,-1.19,0.14,0.13,-1.25,0.17,0.16,80,79,0.06,0.06,0.09,default
198,edge_lig_40642-1_lig_4362-1_run1_protein,-16.67,0.34,0.33,-16.31,0.49,0.28,45,45,-0.49,0.49,0.09,05fs
199,edge_lig_40642-1_lig_4362-1_run1_water,-18.62,0.46,0.36,-18.63,0.22,0.13,80,80,-0.71,0.71,0.03,05fs
200,edge_lig_40642-1_lig_4362-1_run2_protein,-16.91,0.24,0.33,-16.25,0.42,0.29,80,80,-0.49,0.49,0.13,05fs
201,edge_lig_40642-1_lig_4362-1_run2_water,-17.54,0.48,0.49,-17.23,0.17,0.11,78,80,-0.66,0.66,0.03,05fs
934,edge_lig_40642-1_lig_4362-1_run3_protein,-15.12,0.68,0.66,-15.15,0.43,2.3,80,22,0.97,0.97,0.01,default
935,edge_lig_40642-1_lig_4362-1_run3_water,-16.03,0.21,0.24,-16.24,0.17,0.16,15,30,-0.13,0.13,0.13,default
90,edge_lig_2025-1_lig_40642-1_run1_protein,27.95,0.53,0.63,32.2,0.46,0.21,79,79,-0.7,0.7,0.05,05fs
91,edge_lig_2025-1_lig_40642-1_run1_water,25.52,1.26,0.99,36.98,1.15,0.47,25,55,-0.94,0.94,0.01,05fs
92,edge_lig_2025-1_lig_40642-1_run2_protein,24.4,0.62,0.67,24.14,1.03,0.33,70,79,-0.91,0.91,0.02,05fs
93,edge_lig_2025-1_lig_40642-1_run2_water,25.41,1.19,1.05,32.29,0.78,0.33,33,51,-0.91,0.91,0.02,05fs
94,edge_lig_2025-1_lig_40642-1_run3_protein,22.22,0.62,0.56,22.59,0.97,0.32,67,80,-0.85,0.85,0.03,05fs
95,edge_lig_2025-1_lig_40642-1_run3_water,29.13,0.56,0.62,29.21,0.51,0.25,72,66,-0.91,0.91,0.02,05fs
158,edge_lig_31936-3_lig_29608-2_run2_protein,15.85,0.39,0.33,16.04,0.18,0.73,80,79,0.88,0.88,0.02,05fs
159,edge_lig_31936-3_lig_29608-2_run2_water,19.81,0.46,0.42,17.02,0.37,0.19,76,53,-0.82,0.82,0.03,05fs
132,edge_lig_10774-1_lig_4948-1_run1_protein,6.44,0.37,0.38,6.96,0.33,0.64,80,80,0.55,0.55,0.21,default
133,edge_lig_10774-1_lig_4948-1_run1_water,6.48,0.13,0.15,6.31,0.13,0.12,80,80,-0.15,0.15,0.07,default
134,edge_lig_10774-1_lig_4948-1_run2_protein,6.59,0.34,0.32,7.08,0.23,0.51,80,80,0.66,0.66,0.14,default
135,edge_lig_10774-1_lig_4948-1_run2_water,7.32,0.16,0.2,7.42,0.27,0.22,80,80,-0.16,0.16,0.12,default
136,edge_lig_10774-1_lig_4948-1_run3_protein,6.91,0.26,0.22,6.83,0.22,0.32,80,80,0.34,0.34,0.09,default
137,edge_lig_10774-1_lig_4948-1_run3_water,6.96,0.13,0.1,6.89,0.1,0.17,80,80,0.43,0.43,0.06,default
138,edge_lig_10774-1_lig_8924-1_run1_protein,6.87,0.24,0.22,6.89,0.21,0.23,80,78,0.09,0.09,0.10,default
139,edge_lig_10774-1_lig_8924-1_run1_water,6.79,0.29,0.25,7.28,0.24,0.14,60,79,-0.5,0.5,0.05,default
140,edge_lig_10774-1_lig_8924-1_run2_protein,10.13,0.19,0.17,10.29,0.23,0.22,80,80,-0.03,0.03,0.11,default
141,edge_lig_10774-1_lig_8924-1_run2_water,7.79,0.14,0.13,8.04,0.13,0.14,80,80,-0.04,0.04,0.08,default
142,edge_lig_10774-1_lig_8924-1_run3_protein,8.51,0.16,0.16,8.4,0.18,0.16,74,80,-0.09,0.09,0.10,default
143,edge_lig_10774-1_lig_8924-1_run3_water,8.12,0.14,0.16,8.24,0.15,0.14,73,78,-0.14,0.14,0.08,default
564,edge_lig_25532-2_lig_10774-1_run1_protein,-5.78,0.13,0.13,-5.66,0.12,0.13,75,80,0.04,0.04,0.07,default
565,edge_lig_25532-2_lig_10774-1_run1_water,-9.14,0.37,0.42,-8.55,0.26,0.19,40,22,-0.38,0.38,0.09,default
566,edge_lig_25532-2_lig_10774-1_run2_protein,-7.47,0.23,0.28,-7.16,0.15,0.12,70,80,-0.25,0.25,0.06,default
567,edge_lig_25532-2_lig_10774-1_run2_water,-8.73,0.18,0.19,-8.41,0.14,0.11,48,65,-0.11,0.11,0.07,default
106,edge_lig_25532-2_lig_10774-1_run3_protein,-7.99,0.27,0.33,-7.63,0.47,0.29,80,80,-0.54,0.54,0.09,05fs
107,edge_lig_25532-2_lig_10774-1_run3_water,-7.45,0.21,0.24,-7.44,0.18,0.12,80,80,-0.65,0.65,0.03,05fs
450,edge_lig_20763-3_lig_5834-1_run1_protein,-25.78,0.2,0.19,-25.62,0.23,0.22,80,80,0.02,0.02,0.14,default
451,edge_lig_20763-3_lig_5834-1_run1_water,-25.3,0.13,0.16,-25.02,0.14,0.13,80,80,-0.18,0.18,0.07,default
452,edge_lig_20763-3_lig_5834-1_run2_protein,-27.33,0.16,0.21,-26.68,0.22,0.14,80,80,-0.27,0.27,0.07,default
453,edge_lig_20763-3_lig_5834-1_run2_water,-25.97,0.17,0.19,-25.5,0.16,0.15,79,78,-0.14,0.14,0.09,default
454,edge_lig_20763-3_lig_5834-1_run3_protein,-26.77,0.34,0.3,-27.38,0.41,0.47,80,80,0.15,0.15,0.28,default
455,edge_lig_20763-3_lig_5834-1_run3_water,-25.1,0.14,0.18,-24.92,0.16,0.16,80,79,-0.02,0.02,0.12,default
192,edge_lig_11223-1_lig_20763-3_run1_protein,16.5,0.14,0.17,16.37,0.14,0.13,80,80,-0.18,0.18,0.06,default
193,edge_lig_11223-1_lig_20763-3_run1_water,17.51,0.34,0.38,17.78,0.51,0.46,78,80,-0.16,0.16,0.26,default
194,edge_lig_11223-1_lig_20763-3_run2_protein,18.37,0.24,0.21,18.31,0.21,0.21,80,80,0.07,0.07,0.14,default
195,edge_lig_11223-1_lig_20763-3_run2_water,17.17,0.39,0.41,16.88,0.56,0.37,79,80,-0.19,0.19,0.16,default
196,edge_lig_11223-1_lig_20763-3_run3_protein,16.38,0.32,0.35,16.83,0.6,0.44,80,80,-0.33,0.33,0.23,default
197,edge_lig_11223-1_lig_20763-3_run3_water,16.72,0.3,0.36,16.05,0.29,0.32,77,80,0.07,0.07,0.21,default
984,edge_lig_42838-2_lig_10106-8_run1_protein,0.23,0.15,0.13,0.28,0.16,0.18,80,80,0.15,0.15,0.08,default
985,edge_lig_42838-2_lig_10106-8_run1_water,-1.03,0.14,0.14,-0.81,0.2,0.18,71,29,-0.07,0.07,0.12,default
218,edge_lig_42838-2_lig_10106-8_run2_protein,1.11,0.18,0.18,1.47,0.19,0.15,44,44,-0.23,0.23,0.09,05fs
219,edge_lig_42838-2_lig_10106-8_run2_water,0.95,0.39,0.37,0.68,0.12,0.09,80,80,-0.57,0.57,0.03,05fs
988,edge_lig_42838-2_lig_10106-8_run3_protein,2.43,0.15,0.21,1.95,0.14,0.11,80,80,-0.29,0.29,0.05,default
989,edge_lig_42838-2_lig_10106-8_run3_water,-0.23,0.2,0.2,0.16,0.1,0.08,80,80,-0.26,0.26,0.05,default
996,edge_lig_42838-2_lig_22-1_run1_protein,11.16,0.19,0.21,10.9,0.24,0.21,80,80,-0.08,0.08,0.11,default
997,edge_lig_42838-2_lig_22-1_run1_water,8.78,0.11,0.12,8.73,0.13,0.14,80,80,-0.02,0.02,0.09,default
998,edge_lig_42838-2_lig_22-1_run2_protein,8.81,0.24,0.28,8.89,0.38,0.26,80,80,-0.34,0.34,0.09,default
999,edge_lig_42838-2_lig_22-1_run2_water,8.44,0.13,0.13,8.46,0.12,0.16,80,80,0.2,0.2,0.10,default
1000,edge_lig_42838-2_lig_22-1_run3_protein,9.97,0.18,0.23,9.5,0.26,0.25,80,80,0.12,0.12,0.17,default
1001,edge_lig_42838-2_lig_22-1_run3_water,8.32,0.17,0.17,8.34,0.2,0.22,80,80,0.06,0.06,0.14,default
222,edge_lig_42838-2_lig_19269-1_run1_protein,93.97,0.18,0.17,93.94,0.15,0.23,47,56,0.32,0.32,0.13,05fs
223,edge_lig_42838-2_lig_19269-1_run1_water,94.82,0.19,0.26,95.19,0.2,0.16,78,80,-0.84,0.84,0.02,05fs
992,edge_lig_42838-2_lig_19269-1_run2_protein,95.7,0.21,0.21,95.75,0.25,0.23,53,66,-0.11,0.11,0.15,default
993,edge_lig_42838-2_lig_19269-1_run2_water,93.54,0.15,0.13,94.02,0.19,0.13,18,65,-0.43,0.43,0.05,default
994,edge_lig_42838-2_lig_19269-1_run3_protein,95.67,0.21,0.19,95.7,0.17,0.18,65,78,0.03,0.03,0.11,default
995,edge_lig_42838-2_lig_19269-1_run3_water,94.07,0.24,0.2,94.02,0.18,0.14,27,66,-0.22,0.22,0.08,default
720,edge_lig_31007-4_lig_31004-4_run1_protein,-2.55,0.18,0.22,-2.04,0.11,0.1,50,68,-0.22,0.22,0.07,default
721,edge_lig_31007-4_lig_31004-4_run1_water,-1.59,0.15,0.16,-1.6,0.17,0.19,77,61,-0.05,0.05,0.12,default
722,edge_lig_31007-4_lig_31004-4_run2_protein,-1.39,0.14,0.14,-1.17,0.11,0.12,78,56,0.09,0.09,0.07,default
723,edge_lig_31007-4_lig_31004-4_run2_water,-1.65,0.13,0.12,-1.72,0.15,0.15,80,65,0.08,0.08,0.10,default
72,edge_lig_10358-1_lig_31004-4_run1_protein,-9.89,0.1,0.09,-9.9,0.08,0.13,80,80,0.41,0.41,0.06,default
73,edge_lig_10358-1_lig_31004-4_run1_water,-8.82,0.15,0.14,-8.99,0.09,0.08,73,78,-0.28,0.28,0.05,default
74,edge_lig_10358-1_lig_31004-4_run2_protein,-9.3,0.13,0.11,-9.29,0.17,0.18,80,80,0.11,0.11,0.12,default
75,edge_lig_10358-1_lig_31004-4_run2_water,-8.76,0.12,0.13,-8.98,0.09,0.07,73,80,-0.15,0.15,0.05,default
76,edge_lig_10358-1_lig_31004-4_run3_protein,-10.86,0.14,0.18,-11.0,0.16,0.16,78,80,-0.0,0.0,0.11,default
77,edge_lig_10358-1_lig_31004-4_run3_water,-9.21,0.08,0.08,-9.2,0.09,0.09,76,72,0.06,0.06,0.06,default
60,edge_lig_19269-1_lig_31004-4_run1_protein,-97.87,0.15,0.13,-98.14,0.13,0.12,80,80,-0.18,0.18,0.06,05fs
61,edge_lig_19269-1_lig_31004-4_run1_water,-96.92,0.15,0.15,-97.48,0.11,0.1,80,80,-0.66,0.66,0.03,05fs
62,edge_lig_19269-1_lig_31004-4_run2_protein,-98.15,0.24,0.25,-98.77,0.19,0.12,80,80,-0.44,0.44,0.05,05fs
63,edge_lig_19269-1_lig_31004-4_run2_water,-96.69,0.17,0.13,-96.8,0.12,0.09,80,80,-0.5,0.5,0.04,05fs
64,edge_lig_19269-1_lig_31004-4_run3_protein,-98.81,0.22,0.19,-98.76,0.2,0.13,69,80,-0.61,0.61,0.04,05fs
65,edge_lig_19269-1_lig_31004-4_run3_water,-95.47,0.12,0.13,-95.49,0.14,0.13,80,80,-0.77,0.77,0.02,05fs
144,edge_lig_31004-4_lig_35689-6_run1_protein,7.54,0.13,0.13,7.46,0.11,0.16,80,80,0.36,0.36,0.07,05fs
145,edge_lig_31004-4_lig_35689-6_run1_water,5.0,0.09,0.1,5.01,0.08,0.07,80,80,-0.4,0.4,0.04,05fs
146,edge_lig_31004-4_lig_35689-6_run2_protein,6.84,0.16,0.15,6.61,0.1,0.26,80,80,0.66,0.66,0.08,05fs
147,edge_lig_31004-4_lig_35689-6_run2_water,5.1,0.16,0.15,5.11,0.1,0.07,80,80,-0.46,0.46,0.03,05fs
148,edge_lig_31004-4_lig_35689-6_run3_protein,8.22,0.14,0.15,7.91,0.12,0.22,80,80,0.46,0.46,0.12,05fs
149,edge_lig_31004-4_lig_35689-6_run3_water,4.97,0.16,0.16,5.06,0.1,0.08,80,80,-0.53,0.53,0.03,05fs
336,edge_lig_18304-1_lig_31004-4_run1_protein,-12.04,0.2,0.21,-12.17,0.2,0.2,80,80,0.04,0.04,0.13,default
337,edge_lig_18304-1_lig_31004-4_run1_water,-9.19,0.11,0.1,-9.15,0.12,0.13,79,78,0.02,0.02,0.06,default
338,edge_lig_18304-1_lig_31004-4_run2_protein,-12.41,0.23,0.26,-12.54,0.37,0.29,80,80,-0.33,0.33,0.15,default
339,edge_lig_18304-1_lig_31004-4_run2_water,-9.2,0.11,0.12,-9.06,0.13,0.13,79,76,-0.06,0.06,0.08,default
340,edge_lig_18304-1_lig_31004-4_run3_protein,-10.75,0.18,0.18,-10.42,0.15,0.15,80,80,-0.02,0.02,0.08,default
341,edge_lig_18304-1_lig_31004-4_run3_water,-9.91,0.17,0.17,-9.86,0.2,0.18,80,59,-0.1,0.1,0.11,default
1212,edge_lig_5737-2_lig_5886-1_run1_protein,-7.87,0.17,0.18,-8.12,0.27,0.2,74,80,-0.23,0.23,0.10,default
1213,edge_lig_5737-2_lig_5886-1_run1_water,-5.38,0.16,0.13,-5.57,0.11,0.16,67,77,0.23,0.23,0.07,default
1214,edge_lig_5737-2_lig_5886-1_run2_protein,-8.2,0.18,0.25,-8.59,0.28,0.21,80,80,-0.19,0.19,0.12,default
1215,edge_lig_5737-2_lig_5886-1_run2_water,-4.81,0.15,0.15,-4.96,0.21,0.18,77,79,-0.19,0.19,0.10,default
1216,edge_lig_5737-2_lig_5886-1_run3_protein,-5.88,0.26,0.3,-6.22,0.24,0.45,80,78,0.49,0.49,0.16,default
1217,edge_lig_5737-2_lig_5886-1_run3_water,-5.64,0.19,0.18,-6.17,0.17,0.12,48,79,-0.26,0.26,0.07,default
174,edge_lig_33140-1_lig_5886-1_run1_protein,45.64,0.41,0.37,46.09,0.96,1.78,80,80,0.92,0.92,0.03,05fs
175,edge_lig_33140-1_lig_5886-1_run1_water,51.4,0.13,0.12,51.37,0.11,0.08,80,80,-0.39,0.39,0.04,05fs
176,edge_lig_33140-1_lig_5886-1_run2_protein,50.3,0.36,0.37,50.39,0.6,0.49,80,80,-0.3,0.3,0.25,05fs
177,edge_lig_33140-1_lig_5886-1_run2_water,51.71,0.27,0.2,51.59,0.15,0.1,80,80,-0.44,0.44,0.05,05fs
178,edge_lig_33140-1_lig_5886-1_run3_protein,46.63,0.41,0.37,47.45,0.32,0.49,76,72,0.56,0.56,0.10,05fs
179,edge_lig_33140-1_lig_5886-1_run3_water,51.5,0.16,0.16,51.49,0.13,0.1,80,80,-0.49,0.49,0.05,05fs
1182,edge_lig_5737-2_lig_1710-1_run1_protein,-5.73,0.11,0.11,-5.77,0.12,0.15,80,80,0.23,0.23,0.10,default
1183,edge_lig_5737-2_lig_1710-1_run1_water,-2.36,0.11,0.11,-2.4,0.11,0.1,61,80,-0.04,0.04,0.08,default
1184,edge_lig_5737-2_lig_1710-1_run2_protein,-3.75,0.14,0.16,-3.78,0.19,0.19,80,80,0.03,0.03,0.14,default
1185,edge_lig_5737-2_lig_1710-1_run2_water,-2.73,0.26,0.28,-2.21,0.1,0.09,75,76,-0.23,0.23,0.05,default
1186,edge_lig_5737-2_lig_1710-1_run3_protein,-4.74,0.17,0.16,-4.53,0.14,0.22,80,80,0.42,0.42,0.10,default
1187,edge_lig_5737-2_lig_1710-1_run3_water,-2.63,0.14,0.14,-2.43,0.11,0.08,68,79,-0.17,0.17,0.05,default
318,edge_lig_1710-1_lig_11278-2_run1_protein,-10.39,0.17,0.15,-10.26,0.14,0.17,80,80,0.19,0.19,0.09,default
319,edge_lig_1710-1_lig_11278-2_run1_water,-11.34,0.13,0.12,-11.11,0.13,0.11,80,62,-0.19,0.19,0.08,default
320,edge_lig_1710-1_lig_11278-2_run2_protein,-11.5,0.15,0.14,-11.49,0.14,0.18,80,80,0.19,0.19,0.07,default
321,edge_lig_1710-1_lig_11278-2_run2_water,-11.28,0.1,0.13,-11.47,0.1,0.1,80,75,0.0,0.0,0.06,default
322,edge_lig_1710-1_lig_11278-2_run3_protein,-9.04,0.16,0.14,-9.03,0.12,0.21,80,80,0.34,0.34,0.10,default
323,edge_lig_1710-1_lig_11278-2_run3_water,-11.25,0.18,0.17,-11.37,0.14,0.11,80,55,-0.18,0.18,0.06,default
714,edge_lig_31007-4_lig_18304-1_run1_protein,9.8,0.22,0.26,9.49,0.35,0.23,80,80,-0.33,0.33,0.11,default
715,edge_lig_31007-4_lig_18304-1_run1_water,7.08,0.13,0.14,7.15,0.16,0.12,80,79,-0.18,0.18,0.07,default
716,edge_lig_31007-4_lig_18304-1_run2_protein,10.21,0.28,0.28,10.4,0.35,0.31,80,80,-0.14,0.14,0.12,default
717,edge_lig_31007-4_lig_18304-1_run2_water,7.53,0.13,0.12,7.6,0.12,0.14,80,80,0.07,0.07,0.09,default
718,edge_lig_31007-4_lig_18304-1_run3_protein,8.68,0.29,0.22,8.69,0.17,0.27,78,80,0.41,0.41,0.11,default
719,edge_lig_31007-4_lig_18304-1_run3_water,7.62,0.19,0.18,7.57,0.22,0.18,68,80,-0.17,0.17,0.09,default
708,edge_lig_31007-4_lig_16778-2_run1_protein,14.44,0.27,0.27,14.77,0.46,0.41,80,80,-0.09,0.09,0.22,default
709,edge_lig_31007-4_lig_16778-2_run1_water,11.67,0.19,0.18,11.56,0.18,0.26,80,80,0.27,0.27,0.14,default
710,edge_lig_31007-4_lig_16778-2_run2_protein,15.49,0.32,0.43,16.71,0.42,0.66,80,80,0.54,0.54,0.19,default
711,edge_lig_31007-4_lig_16778-2_run2_water,12.01,0.21,0.22,12.0,0.22,0.24,80,80,0.21,0.21,0.16,default
712,edge_lig_31007-4_lig_16778-2_run3_protein,14.97,0.29,0.24,14.98,0.2,0.4,80,80,0.59,0.59,0.09,default
713,edge_lig_31007-4_lig_16778-2_run3_water,13.51,0.31,0.34,13.1,0.4,0.37,80,80,-0.04,0.04,0.21,default
78,edge_lig_10358-1_lig_31443-1_run1_protein,-39.48,0.22,0.27,-39.19,0.28,0.28,80,80,-0.01,0.01,0.20,default
79,edge_lig_10358-1_lig_31443-1_run1_water,-40.37,0.23,0.24,-40.3,0.26,0.33,64,80,0.19,0.19,0.16,default
80,edge_lig_10358-1_lig_31443-1_run2_protein,-38.64,0.27,0.19,-38.42,0.3,0.38,80,80,0.2,0.2,0.30,default
81,edge_lig_10358-1_lig_31443-1_run2_water,-39.66,0.23,0.25,-39.67,0.29,0.27,65,80,-0.02,0.02,0.17,default
82,edge_lig_10358-1_lig_31443-1_run3_protein,-39.68,0.23,0.19,-40.02,0.21,0.29,80,80,0.23,0.23,0.16,default
83,edge_lig_10358-1_lig_31443-1_run3_water,-39.94,0.25,0.25,-40.09,0.29,0.3,37,80,-0.02,0.02,0.21,default
540,edge_lig_23270-1_lig_31443-1_run1_protein,-87.02,0.32,0.35,-87.14,0.55,0.54,80,72,-0.2,0.2,0.38,default
541,edge_lig_23270-1_lig_31443-1_run1_water,-85.79,0.24,0.24,-86.25,0.25,0.18,37,33,-0.37,0.37,0.09,default
542,edge_lig_23270-1_lig_31443-1_run2_protein,-88.48,0.26,0.24,-88.29,0.14,0.38,79,79,0.68,0.68,0.07,default
543,edge_lig_23270-1_lig_31443-1_run2_water,-86.89,0.37,0.39,-85.94,0.38,0.22,11,39,-0.51,0.51,0.09,default
544,edge_lig_23270-1_lig_31443-1_run3_protein,-89.55,0.27,0.36,-89.03,0.44,0.41,80,80,0.06,0.06,0.30,default
545,edge_lig_23270-1_lig_31443-1_run3_water,-85.66,0.21,0.24,-85.44,0.14,0.11,80,38,-0.3,0.3,0.06,default
1068,edge_lig_4948-1_lig_31443-1_run1_protein,-44.62,0.29,0.3,-45.12,0.31,0.37,80,80,0.1,0.1,0.21,default
1069,edge_lig_4948-1_lig_31443-1_run1_water,-45.48,0.15,0.13,-45.45,0.16,0.17,80,80,0.06,0.06,0.11,default
1070,edge_lig_4948-1_lig_31443-1_run2_protein,-46.9,0.28,0.31,-46.83,0.27,0.35,80,80,0.15,0.15,0.15,default
1071,edge_lig_4948-1_lig_31443-1_run2_water,-45.84,0.11,0.1,-45.78,0.09,0.14,80,80,0.28,0.28,0.06,default
1072,edge_lig_4948-1_lig_31443-1_run3_protein,-44.59,0.38,0.33,-44.75,0.19,1.76,80,80,0.98,0.98,0.01,default
1073,edge_lig_4948-1_lig_31443-1_run3_water,-45.35,0.15,0.1,-45.39,0.13,0.16,80,80,0.25,0.25,0.09,default
1194,edge_lig_5737-2_lig_31443-1_run1_protein,-46.17,0.2,0.17,-46.34,0.2,0.17,80,80,-0.11,0.11,0.08,default
1195,edge_lig_5737-2_lig_31443-1_run1_water,-46.16,0.1,0.12,-46.14,0.12,0.11,71,80,-0.08,0.08,0.08,default
1196,edge_lig_5737-2_lig_31443-1_run2_protein,-46.48,0.25,0.32,-46.97,0.4,0.31,80,80,-0.19,0.19,0.17,default
1197,edge_lig_5737-2_lig_31443-1_run2_water,-45.74,0.12,0.11,-45.73,0.13,0.14,76,79,0.13,0.13,0.09,default
1198,edge_lig_5737-2_lig_31443-1_run3_protein,-47.56,0.26,0.26,-47.06,0.2,0.65,80,80,0.79,0.79,0.08,default
1199,edge_lig_5737-2_lig_31443-1_run3_water,-45.88,0.11,0.12,-45.82,0.14,0.12,74,80,-0.04,0.04,0.07,default
1086,edge_lig_5035-1_lig_31443-1_run1_protein,-40.41,0.32,0.31,-40.18,0.57,0.54,80,80,0.22,0.22,0.34,default
1087,edge_lig_5035-1_lig_31443-1_run1_water,-42.13,0.29,0.24,-41.63,0.23,0.31,80,80,0.26,0.26,0.20,default
1088,edge_lig_5035-1_lig_31443-1_run2_protein,-41.19,0.37,0.35,-41.3,0.4,0.56,80,80,0.2,0.2,0.29,default
1089,edge_lig_5035-1_lig_31443-1_run2_water,-42.93,0.2,0.23,-42.6,0.37,0.23,80,80,-0.31,0.31,0.09,default
1090,edge_lig_5035-1_lig_31443-1_run3_protein,-43.69,0.36,0.3,-44.4,0.25,0.45,80,80,0.46,0.46,0.19,default
1091,edge_lig_5035-1_lig_31443-1_run3_water,-42.88,0.27,0.21,-42.54,0.22,0.27,80,80,0.1,0.1,0.14,default
738,edge_lig_31443-1_lig_9953-1_run1_protein,68.73,0.24,0.24,68.71,0.31,0.32,80,80,0.05,0.05,0.22,default
739,edge_lig_31443-1_lig_9953-1_run1_water,68.09,0.19,0.2,68.16,0.27,0.27,80,80,0.08,0.08,0.15,default
740,edge_lig_31443-1_lig_9953-1_run2_protein,69.44,0.32,0.32,69.04,0.29,0.37,80,80,0.16,0.16,0.24,default
741,edge_lig_31443-1_lig_9953-1_run2_water,68.25,0.18,0.15,68.25,0.14,0.19,80,80,0.15,0.15,0.14,default
742,edge_lig_31443-1_lig_9953-1_run3_protein,69.48,0.32,0.26,69.18,0.21,0.39,80,80,0.49,0.49,0.11,default
743,edge_lig_31443-1_lig_9953-1_run3_water,68.51,0.18,0.16,68.57,0.19,0.2,80,80,0.16,0.16,0.12,default
282,edge_lig_8899-1_lig_13043-1_run1_protein,0.72,0.19,0.21,0.67,0.16,0.27,57,56,0.4,0.4,0.14,05fs
283,edge_lig_8899-1_lig_13043-1_run1_water,-7.35,0.5,0.56,-2.05,0.12,0.14,58,78,-0.79,0.79,0.02,05fs
1256,edge_lig_8899-1_lig_13043-1_run2_protein,0.1,0.12,0.13,0.05,0.17,0.13,80,80,-0.28,0.28,0.06,default
1257,edge_lig_8899-1_lig_13043-1_run2_water,-0.1,0.16,0.16,-0.69,0.16,0.12,77,16,-0.27,0.27,0.09,default
286,edge_lig_8899-1_lig_13043-1_run3_protein,-0.46,0.24,0.16,-0.45,0.17,0.25,63,55,0.36,0.36,0.10,05fs
287,edge_lig_8899-1_lig_13043-1_run3_water,-0.53,0.79,0.88,2.3,0.21,0.25,74,74,-0.93,0.93,0.01,05fs
36,edge_lig_10117-1_lig_31007-3_run1_protein,-6.92,0.38,0.46,-7.33,0.42,0.53,72,80,0.28,0.28,0.27,default
37,edge_lig_10117-1_lig_31007-3_run1_water,-7.07,0.18,0.18,-6.93,0.17,0.16,59,80,-0.08,0.08,0.09,default
38,edge_lig_10117-1_lig_31007-3_run2_protein,-6.83,0.22,0.22,-6.63,0.21,0.3,57,80,0.2,0.2,0.16,default
39,edge_lig_10117-1_lig_31007-3_run2_water,-7.68,0.19,0.22,-8.11,0.15,0.33,53,80,0.64,0.64,0.08,default
40,edge_lig_10117-1_lig_31007-3_run3_protein,-7.29,0.19,0.16,-7.2,0.15,0.21,80,80,0.24,0.24,0.08,default
41,edge_lig_10117-1_lig_31007-3_run3_water,-6.71,0.14,0.15,-6.63,0.16,0.17,59,80,0.03,0.03,0.12,default
48,edge_lig_10358-1_lig_11936-2_run1_protein,5.88,0.13,0.12,5.92,0.15,0.13,80,80,-0.14,0.14,0.08,default
49,edge_lig_10358-1_lig_11936-2_run1_water,3.79,0.1,0.1,3.8,0.12,0.13,78,78,0.16,0.16,0.09,default
50,edge_lig_10358-1_lig_11936-2_run2_protein,3.47,0.37,0.34,4.05,0.13,6.03,80,80,1.0,1.0,0.00,default
51,edge_lig_10358-1_lig_11936-2_run2_water,4.55,0.1,0.11,4.54,0.08,0.08,80,76,-0.04,0.04,0.06,default
52,edge_lig_10358-1_lig_11936-2_run3_protein,5.59,0.29,0.26,5.65,0.21,0.4,80,80,0.49,0.49,0.11,default
53,edge_lig_10358-1_lig_11936-2_run3_water,4.18,0.16,0.15,4.12,0.13,0.09,77,65,-0.36,0.36,0.06,default
666,edge_lig_29059-4_lig_10597-1_run1_protein,7.59,0.39,0.47,7.13,0.42,1.15,80,80,0.85,0.85,0.04,default
667,edge_lig_29059-4_lig_10597-1_run1_water,4.01,0.2,0.18,3.91,0.26,0.21,79,78,-0.19,0.19,0.12,default
668,edge_lig_29059-4_lig_10597-1_run2_protein,7.99,0.44,0.42,6.54,0.61,1.26,80,80,0.86,0.86,0.06,default
669,edge_lig_29059-4_lig_10597-1_run2_water,3.76,0.17,0.17,3.95,0.22,0.21,77,79,-0.1,0.1,0.13,default
